ticker;company_BC;tickersect;sector;;;;;;
AAUKY;Anglo American PLC ADS;DJUSMD;GENERAL MINING;;;;;;
AMNL;Applied Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
ARGEF;Argex Titanium Inc.;DJUSMD;GENERAL MINING;;;;;;
AMCO;Armco Metals Holdings Inc.;DJUSMD;GENERAL MINING;;;;;;
ATRGF;Astur Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
ATADF;ATAC Resources Ltd.;DJUSMD;GENERAL MINING;;;;;;
ABCAF;Athabasca Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
AUNFF;Aurcana Corp.;DJUSMD;GENERAL MINING;;;;;;
AVL;Avalon Rare Metals Inc.;DJUSMD;GENERAL MINING;;;;;;
ASM;Avino Silver & Gold Mines Ltd.;DJUSMD;GENERAL MINING;;;;;;
BHPLF;BHP Billiton Ltd.;DJUSMD;GENERAL MINING;;;;;;
BHP;BHP Billiton Ltd. ADS;DJUSMD;GENERAL MINING;;;;;;
BBL;BHP Billiton PLC ADS;DJUSMD;GENERAL MINING;;;;;;
BNCIF;Big North Graphite Corp.;DJUSMD;GENERAL MINING;;;;;;
BONZ;Bonanza Goldfields Corp.;DJUSMD;GENERAL MINING;;;;;;
BRIZF;Brazil Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
BRZL;Brazos International Exploration Inc.;DJUSMD;GENERAL MINING;;;;;;
BFGC;Bullfrog Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
CALVF;Caledonia Mining Corp.;DJUSMD;GENERAL MINING;;;;;;
CVXHF;Calico Resources Corp.;DJUSMD;GENERAL MINING;;;;;;
RAREF;Canada Rare Earth Corp.;DJUSMD;GENERAL MINING;;;;;;
CNBX;Cannabics Pharmaceuticals Inc.;DJUSMD;GENERAL MINING;;;;;;
BLOZF;Cannabix Technologies Inc.;DJUSMD;GENERAL MINING;;;;;;
CSFFF;Capstone Mining Corp.;DJUSMD;GENERAL MINING;;;;;;
CDCH;Cerro Dorado Inc.;DJUSMD;GENERAL MINING;;;;;;
CEGMF;Cerro Grande Mining Corp.;DJUSMD;GENERAL MINING;;;;;;
CIBG;Cibolan Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
CPMCF;Coastal Pacific Mining Corp.;DJUSMD;GENERAL MINING;;;;;;
CLASF;Colorado Resources Ltd.;DJUSMD;GENERAL MINING;;;;;;
CMP;Compass Minerals International Inc.;DJUSMD;GENERAL MINING;;;;;;
CNRMF;Confederation Minerals Ltd.;DJUSMD;GENERAL MINING;;;;;;
CGOOF;Continental Gold Ltd.;DJUSMD;GENERAL MINING;;;;;;
CVRG;Converge Global Inc.;DJUSMD;GENERAL MINING;;;;;;
CPFXF;Copper Fox Metals Inc.;DJUSMD;GENERAL MINING;;;;;;
CORVF;Corvus Gold Inc.;DJUSMD;GENERAL MINING;;;;;;
COYR;Coyote Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
DTRC;Dakota Territory Resource Corp.;DJUSMD;GENERAL MINING;;;;;;
DRLDF;Dalradian Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
DANR;Dana Resources;DJUSMD;GENERAL MINING;;;;;;
DIMN;Diamante Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
DCGD;Discovery Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
DSCR;Discovery Minerals Ltd.;DJUSMD;GENERAL MINING;;;;;;
DOLV;Dolat Ventures Inc.;DJUSMD;GENERAL MINING;;;;;;
DDCC;Double Crown Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
GYSLF;Eco Oro Minerals Corp.;DJUSMD;GENERAL MINING;;;;;;
ECPN;El Capitan Precious Metals Inc.;DJUSMD;GENERAL MINING;;;;;;
ELRA;Elray Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
ENCTF;Encanto Potash Corp.;DJUSMD;GENERAL MINING;;;;;;
ENZR;Energizer Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
EGDFF;Energold Drilling Corp.;DJUSMD;GENERAL MINING;;;;;;
EMXX;Eurasian Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
FROT;Falconridge Oil Technologies Corp.;DJUSMD;GENERAL MINING;;;;;;
FRMA;Firma Holdings Corp.;DJUSMD;GENERAL MINING;;;;;;
FASV;First American Silver Corp.;DJUSMD;GENERAL MINING;;;;;;
FCGD;First Colombia Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
FLNXF;Flinders Resources Ltd.;DJUSMD;GENERAL MINING;;;;;;
FCSMF;Focus Graphite Inc.;DJUSMD;GENERAL MINING;;;;;;
FTMDF;Fortune Minerals Ltd.;DJUSMD;GENERAL MINING;;;;;;
GLCNF;Glencore Xstrata PLC;DJUSMD;GENERAL MINING;;;;;;
GLNCY;Glencore PLC ADS;DJUSMD;GENERAL MINING;;;;;;
GGSM;Gold & GemStone Mining Inc.;DJUSMD;GENERAL MINING;;;;;;
CJTF;Gold & Silver Mining of Nevada Inc.;DJUSMD;GENERAL MINING;;;;;;
GSV;Gold Standard Ventures Corp.;DJUSMD;GENERAL MINING;;;;;;
GHDC;Goldland Holdings Co.;DJUSMD;GENERAL MINING;;;;;;
GDQMF;GoldQuest Mining Corp.;DJUSMD;GENERAL MINING;;;;;;
GSDC;Goldsands Development Co.;DJUSMD;GENERAL MINING;;;;;;
BITCF;Grand Pacaraima Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
GPHBF;Graphene 3D Lab Inc.;DJUSMD;GENERAL MINING;;;;;;
GPHOF;Graphite One Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
GRZG;Grizzly Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
GNXP;Guinness Exploration Inc.;DJUSMD;GENERAL MINING;;;;;;
HCLP;Hi-Crush Partners LP;DJUSMD;GENERAL MINING;;;;;;
HCHDF;Hochschild Mining PLC;DJUSMD;GENERAL MINING;;;;;;
IAALF;IBC Advanced Alloys Corp.;DJUSMD;GENERAL MINING;;;;;;
HKUP;iHookup Social Inc.;DJUSMD;GENERAL MINING;;;;;;
ILKAF;Iluka Resources Ltd.;DJUSMD;GENERAL MINING;;;;;;
IMII;Inception Mining Inc.;DJUSMD;GENERAL MINING;;;;;;
INFX;Infinex Ventures Inc.;DJUSMD;GENERAL MINING;;;;;;
MRES;Institute of Biomedical Research Corp.;DJUSMD;GENERAL MINING;;;;;;
IENG;Integrated Energy Solutions Inc.;DJUSMD;GENERAL MINING;;;;;;
IAUFF;Intrepid Mines Ltd.;DJUSMD;GENERAL MINING;;;;;;
IRLD;Ireland Inc.;DJUSMD;GENERAL MINING;;;;;;
IVPAF;Ivanhoe Mines Ltd.;DJUSMD;GENERAL MINING;;;;;;
JABA;J.D. Hutt Corp.;DJUSMD;GENERAL MINING;;;;;;
JAMTF;Jagercor Energy Corp.;DJUSMD;GENERAL MINING;;;;;;
JROOF;Jericho Oil Corp.;DJUSMD;GENERAL MINING;;;;;;
LGDI;Legend International Holdings Inc.;DJUSMD;GENERAL MINING;;;;;;
LVNVF;Levon Resources Ltd.;DJUSMD;GENERAL MINING;;;;;;
LBSR;Liberty Star Uranium & Metals Corp.;DJUSMD;GENERAL MINING;;;;;;
LTUM;Lithium Corp.;DJUSMD;GENERAL MINING;;;;;;
LEXG;Lithium Exploration Group Inc.;DJUSMD;GENERAL MINING;;;;;;
LMRMF;Lomiko Metals Inc.;DJUSMD;GENERAL MINING;;;;;;
LSTG;Lone Star Gold Inc.;DJUSMD;GENERAL MINING;;;;;;
LYSCF;Lynas Corp. Ltd.;DJUSMD;GENERAL MINING;;;;;;
LYSDY;Lynas Corp. Ltd. ADS;DJUSMD;GENERAL MINING;;;;;;
MACIF;MacMillan Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
MAGE;Magellan Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
MNDJF;Mandalay Resources Corp.;DJUSMD;GENERAL MINING;;;;;;
MGPHF;Mason Graphite Inc.;DJUSMD;GENERAL MINING;;;;;;
MLLOF;Medallion Resources Ltd.;DJUSMD;GENERAL MINING;;;;;;
MDMN;Medinah Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
RITE;MineralRite Corp.;DJUSMD;GENERAL MINING;;;;;;
MNGG;Mining Global Inc.;DJUSMD;GENERAL MINING;;;;;;
MCP;Molycorp Inc.;DJUSMD;GENERAL MINING;;;;;;
MVPI;MV Portfolios Inc.;DJUSMD;GENERAL MINING;;;;;;
NAK;Northern Dynasty Minerals Ltd.;DJUSMD;GENERAL MINING;;;;;;
NUSMF;Nautilus Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
NVSGF;Nevada Sunrise Gold Corp;DJUSMD;GENERAL MINING;;;;;;
NSU;Nevsun Resources Ltd.;DJUSMD;GENERAL MINING;;;;;;
NXTTF;Next Gen Metals Inc.;DJUSMD;GENERAL MINING;;;;;;
NIOBF;Niocorp Developments Ltd.;DJUSMD;GENERAL MINING;;;;;;
NHAWF;North Arrow Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
NGPHF;Northern Graphite Corp.;DJUSMD;GENERAL MINING;;;;;;
NVFY;Nova Lifestyle Inc.;DJUSMD;GENERAL MINING;;;;;;
NSRPF;Novo Resources Corp.;DJUSMD;GENERAL MINING;;;;;;
OCIR;OCI Resources LP;DJUSMD;GENERAL MINING;;;;;;
OCTX;Octagon 88 Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
ORAC;Oraco Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
OGRMF;OrganiGram Holdings Inc.;DJUSMD;GENERAL MINING;;;;;;
OROE;Oro East Mining Inc.;DJUSMD;GENERAL MINING;;;;;;
PBM;Pacific Booker Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
PZG;Paramount Gold & Silver Corp.;DJUSMD;GENERAL MINING;;;;;;
PPRTF;Passport Potash Inc.;DJUSMD;GENERAL MINING;;;;;;
PGOL;Patriot Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
CHXMF;Pitchblack Resources Ltd.;DJUSMD;GENERAL MINING;;;;;;
POLMF;Polaris Materials Corp.;DJUSMD;GENERAL MINING;;;;;;
PLM;Polymet Mining Corp.;DJUSMD;GENERAL MINING;;;;;;
POTG;Portage Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
PVG;Pretium Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
PROBF;Probe Mines Ltd.;DJUSMD;GENERAL MINING;;;;;;
PRPCF;Prophecy Development Corp.;DJUSMD;GENERAL MINING;;;;;;
QTRRF;Quaterra Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
QRMLF;Quest Rare Minerals Ltd.;DJUSMD;GENERAL MINING;;;;;;
RCGP;Radiant Creations Group Inc.;DJUSMD;GENERAL MINING;;;;;;
RBEIF;RB Energy Inc.;DJUSMD;GENERAL MINING;;;;;;
RMES;Red Metal Resources Ltd.;DJUSMD;GENERAL MINING;;;;;;
RHWKF;Redhawk Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
RVRLF;Reservoir Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
RVM;Revett Mining Co. Inc.;DJUSMD;GENERAL MINING;;;;;;
RIOM;Rio Alto Mining Ltd.;DJUSMD;GENERAL MINING;;;;;;
RIO;Rio Tinto PLC ADS;DJUSMD;GENERAL MINING;;;;;;
ROSV;Rostock Ventures Corp.;DJUSMD;GENERAL MINING;;;;;;
ROGFF;Roxgold Inc.;DJUSMD;GENERAL MINING;;;;;;
RBY;Rubicon Minerals Corp.;DJUSMD;GENERAL MINING;;;;;;
SFEG;Santa Fe Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
SZSMF;Santacruz Silver Mining Ltd.;DJUSMD;GENERAL MINING;;;;;;
SRSR;Sarissa Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
SMNPF;Scorpio Mining Corp.;DJUSMD;GENERAL MINING;;;;;;
SRCH;Searchlight Minerals Corp.;DJUSMD;GENERAL MINING;;;;;;
SHMX;Shamika 2 Gold Inc.;DJUSMD;GENERAL MINING;;;;;;
SFMI;Silver Falcon Mining Inc.;DJUSMD;GENERAL MINING;;;;;;
XPL;Solitario Exploration & Royalty Corp.;DJUSMD;GENERAL MINING;;;;;;
SMVR;Smart Ventures Inc.;DJUSMD;GENERAL MINING;;;;;;
SLTA;Soltera Mining Corp.;DJUSMD;GENERAL MINING;;;;;;
SMPR;Standard Metals Processing Inc.;DJUSMD;GENERAL MINING;;;;;;
SMRS;Star Mountain Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
SRFDF;Starfield Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
SGGV;Sterling Group Ventures Inc.;DJUSMD;GENERAL MINING;;;;;;
SREH;Strategic Rare Earth Metals Inc.;DJUSMD;GENERAL MINING;;;;;;
SNEY;Sunergy Inc.;DJUSMD;GENERAL MINING;;;;;;
TAHO;Tahoe Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
TAIPF;Taipan Resources Inc.;DJUSMD;GENERAL MINING;;;;;;
TINO;Tamino Minerals Inc.;DJUSMD;GENERAL MINING;;;;;;
TGB;Taseko Mines Ltd.;DJUSMD;GENERAL MINING;;;;;;
TAS;Tasman Metals Ltd.;DJUSMD;GENERAL MINING;;;;;;
TBGPF;Tembo Gold Corp.;DJUSMD;GENERAL MINING;;;;;;
TMXRF;Temex Resources Corp.;DJUSMD;GENERAL MINING;;;;;;
TC;Thompson Creek Metals Co. Inc.;DJUSMD;GENERAL MINING;;;;;;
TLR;Timberline Resources Corp.;DJUSMD;GENERAL MINING;;;;;;
TIMNF;Timminco Ltd.;DJUSMD;GENERAL MINING;;;;;;
TKRFF;Tinka Resources Ltd.;DJUSMD;GENERAL MINING;;;;;;
TKSTF;Tinkerine Studios Ltd.;DJUSMD;GENERAL MINING;;;;;;
TMBXF;Tombstone Exploration Corp.;DJUSMD;GENERAL MINING;;;;;;
TUNG;Tungsten Corp.;DJUSMD;GENERAL MINING;;;;;;
TWDL;Texas Wyoming Drilling Inc.;DJUSMD;GENERAL MINING;;;;;;
URHG;United Resource Holdings Group Inc.;DJUSMD;GENERAL MINING;;;;;;
URHN;Uranium Hunter Corp.;DJUSMD;GENERAL MINING;;;;;;
USPR;U.S. Precious Metals Inc.;DJUSMD;GENERAL MINING;;;;;;
SLCA;U.S. Silica Holdings Inc.;DJUSMD;GENERAL MINING;;;;;;
VNMC;Vanguard Mining Corp.;DJUSMD;GENERAL MINING;;;;;;
WOLV;Wolverine Exploration Inc.;DJUSMD;GENERAL MINING;;;;;;
ZENO;Zenosense Inc.;DJUSMD;GENERAL MINING;;;;;;
AOS;A.O. Smith Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
AAON;AAON Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
AYI;Acuity Brands Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
AERT;Advanced Environmental Recycling Technologies Inc. Cl A;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
WMS;Advanced Drainage Systems Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
ANSBF;Ainsworth Lumber Co. Ltd.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
ALGI;American Locker Group Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
AMZZ;Amazonica Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
ADGE;American DG Energy Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
AMWD;American Woodmark Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
AHCHY;Anhui Conch Cement Co. Ltd.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
APOG;Apogee Enterprises Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
AWI;Armstrong World Industries Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
ASGLY;Asahi Glass Co. Ltd. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
ASPN;Aspen Aerogels Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
ASAZY;Assa Abloy AB ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
AVLP;Avalanche International Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
BXC;BlueLinx Holdings Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
BCC;Boise Cascade Co.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
BLDR;Builders FirstSource Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CSTE;CaesarStone Sdot-Yam Ltd.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CCOM;CCOM Group Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CX;Cemex S.A.B. de C.V. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CPAC;Cementos Pacasmayo S.A.A. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CADC;China Advanced Construction Materials Group Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CCCL;China Ceramics Co. Ltd.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CSOL;China Solar & Clean Energy Solutions Inc;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CODYY;Compagnie de Saint-Gobain S.A. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CBPX;Continental Building Products Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CUO;Continental Materials Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CRH;CRH PLC ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
EXP;Eagle Materials Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
ECOB;Eco Building Products Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
FCREY;Fletcher Building Ltd. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
FBHS;Fortune Brands Home & Security Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
GNRC;Generac Holdings Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
ROCK;Gibraltar Industries Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
GFF;Griffon Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
HW;Headwaters Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
HDELY;HeidelbergCement AG ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
HLBZF;HeidelbergCement AG;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
HCMLY;Holcim Ltd. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
HORI;Horizon Energy Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
HBP;Huttig Building Products Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
INTK;Industrial Nanotech Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
IIIN;Insteel Industries Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
IBTGF;International Barrier Technology Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
ITALY;Italcementi S.p.A. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
JHX;James Hardie Industries PLC ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
LFRGY;Lafarge S.A. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
LATX;Latitude 360 Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
FSTR;L.B. Foster Co.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
LII;Lennox International Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
JSGRY;LIXIL Group Corp. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
LPX;Louisiana-Pacific Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
MLM;Martin Marietta Materials Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
MAS;Masco Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
DOOR;Masonite International Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
MDURP;MDU Resources Group Inc. 4.5% Pfd.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
MDU;MDU Resources Group Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
MGON;Megola Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
MWA;Mueller Water Products Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
MMPW;Multimedia Platforms Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
CTLE;Nano Labs Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
NCS;NCI Building Systems Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
NCFT;Norcraft Cos. Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
NTK;Nortek Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
NWPX;Northwest Pipe Co.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
OFLX;Omega Flex Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
OC;Owens Corning;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
PATK;Patrick Industries Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
PEIW;PEI Worldwide Holdings Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
PGTI;PGT Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
PGEM;Ply Gem Holdings Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
PPCYY;PPC Ltd. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
NX;Quanex Building Products Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
PSGTY;Semen Indonesia (Persero) ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
SHW;Sherwin-Williams Co.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
SSD;Simpson Manufacturing Co.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
SMID;Smith-Midland Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
THYCY;Taiheiyo Cement Corp. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
TGLSW;Tecnoglass Inc. Wt;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
TGLS;Tecnoglass Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
THR;Thermon Group Holdings Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
TOTDY;Toto Ltd. ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
TREX;Trex Co. Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
UFPI;Universal Forest Products Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
USCXW;U.S. Concrete Inc. Cl B Wt;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
USCRW;U.S. Concrete Inc. Wt;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
USCR;U.S. Concrete Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
USLM;U.S. Lime & Minerals Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
USG;USG Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
VMI;Valmont Industries Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
VAL;Valspar Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
VAPR;VaporBrands International Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
VDRM;ViaDerma Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
VMC;Vulcan Materials Co.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
WDRP;Wanderport Corp.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
WSO;Watsco Inc.;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
WSOB;Watsco Inc. Cl B;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
WTS;Watts Water Technologies Inc. Cl A;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
WBRBY;Wienerberger AG ADS;DJUSBD;BUILDING MATERIALS & FIXTURES;;;;;;
ABGB;Abengoa S.A. ADS;DJUSHV;HEAVY CONSTRUCTION;;;;;;
ACXIF;Acciona S.A.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
ACM;AECOM;DJUSHV;HEAVY CONSTRUCTION;;;;;;
AEGN;Aegion Corp.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
AMRC;Ameresco Inc. Cl A;DJUSHV;HEAVY CONSTRUCTION;;;;;;
AGX;Argan Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
BAFYY;Balfour Beatty PLC ADS;DJUSHV;HEAVY CONSTRUCTION;;;;;;
BFLBY;Bilfinger SE ADS;DJUSHV;HEAVY CONSTRUCTION;;;;;;
BIRDF;Bird Construction Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
CBI;Chicago Bridge & Iron Co. N.V.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
CWYCY;China Railway Construction Corp. Ltd. ADS;DJUSHV;HEAVY CONSTRUCTION;;;;;;
DIFTY;Daito Trust Construction Co. Ltd. ADS;DJUSHV;HEAVY CONSTRUCTION;;;;;;
DIGX;Dig-It Underground Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
ICA;Empresas ICA S.A.B. de C.V. ADS;DJUSHV;HEAVY CONSTRUCTION;;;;;;
EME;EMCOR Group Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
FLR;Fluor Corp.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
GV;Goldfield Corp.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
GRAM;Grana y Montero S.A.A. ADS;DJUSHV;HEAVY CONSTRUCTION;;;;;;
GVA;Granite Construction Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
GLDD;Great Lakes Dredge & Dock Corp.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
HIL;Hill International Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
IGC;India Globalization Capital Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
IGC.WS;India Globalization Capital Inc. Wt;DJUSHV;HEAVY CONSTRUCTION;;;;;;
IBP;Installed Building Products Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
IESC;Integrated Electrical Services Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
JEC;Jacobs Engineering Group Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
JUNP;Juniper Group Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
KBR;KBR Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
LAYN;Layne Christensen Co.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
MTZ;MasTec Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
MURZY;Murray & Roberts Holdings Ltd. ADS;DJUSHV;HEAVY CONSTRUCTION;;;;;;
MYRG;MYR Group Inc.;DJUSHV;HEAVY CONSTRUCTION;;;;;;
